265.559, 130.717, 8.346, 10.583 False
265.281, 130.710, 8.345, 10.616 False
265.003, 130.702, 8.345, 10.649 False
264.725, 130.695, 8.345, 10.682 False
264.447, 130.687, 8.345, 10.715 False
264.169, 130.679, 8.344, 10.748 False
263.891, 130.670, 8.344, 10.781 False
263.613, 130.662, 8.344, 10.814 False
263.335, 130.654, 8.344, 10.847 False
263.057, 130.644, 8.343, 10.880 False
262.779, 130.635, 8.343, 10.913 False
262.501, 130.626, 8.343, 10.946 False
262.223, 130.617, 8.343, 10.979 False
261.945, 130.608, 8.342, 11.012 False
261.667, 130.599, 8.342, 11.045 False
261.389, 130.590, 8.342, 11.078 False
261.111, 130.580, 8.342, 11.111 False
260.833, 130.570, 8.341, 11.144 False
260.555, 130.560, 8.341, 11.177 False
260.278, 130.550, 8.341, 11.210 False
260.000, 130.540, 8.341, 11.243 False
259.722, 130.530, 8.341, 11.276 False
259.444, 130.519, 8.341, 11.309 False
259.166, 130.509, 8.341, 11.342 False
258.888, 130.499, 8.340, 11.375 False
258.611, 130.488, 8.340, 11.408 False
258.333, 130.478, 8.340, 11.441 False
258.055, 130.467, 8.340, 11.474 False
257.777, 130.457, 8.340, 11.507 False
257.499, 130.446, 8.340, 11.540 False
257.222, 130.435, 8.339, 11.573 False
256.944, 130.424, 8.339, 11.606 False
256.666, 130.414, 8.339, 11.639 False
256.388, 130.403, 8.339, 11.672 False
256.111, 130.392, 8.339, 11.705 False
255.833, 130.381, 8.339, 11.738 False
255.555, 130.370, 8.338, 11.771 False
255.277, 130.359, 8.338, 11.804 False
255.000, 130.347, 8.338, 11.837 False
254.722, 130.336, 8.338, 11.870 False
254.444, 130.325, 8.338, 11.903 False
254.167, 130.314, 8.338, 11.936 False
253.889, 130.303, 8.338, 11.969 False
253.611, 130.291, 8.338, 12.002 False
253.334, 130.280, 8.337, 12.035 False
253.056, 130.268, 8.337, 12.068 False
252.778, 130.257, 8.337, 12.101 False
252.501, 130.246, 8.337, 12.134 False
252.223, 130.234, 8.337, 12.167 False
251.945, 130.223, 8.337, 12.200 False
251.668, 130.211, 8.337, 12.233 False
251.390, 130.199, 8.337, 12.266 False
251.112, 130.188, 8.337, 12.299 False
250.835, 130.176, 8.337, 12.332 False
250.557, 130.164, 8.336, 12.365 False
250.279, 130.152, 8.336, 12.398 False
250.002, 130.141, 8.336, 12.431 False
249.724, 130.129, 8.336, 12.464 False
249.447, 130.117, 8.336, 12.497 False
249.169, 130.105, 8.336, 12.530 False
248.891, 130.094, 8.336, 12.563 False
248.614, 130.082, 8.336, 12.596 False
248.336, 130.070, 8.336, 12.629 False
248.058, 130.059, 8.336, 12.662 False
247.781, 130.047, 8.336, 12.695 False
247.503, 130.035, 8.336, 12.728 False
247.226, 130.024, 8.336, 12.761 False
246.948, 130.012, 8.336, 12.794 False
246.670, 130.000, 8.335, 12.827 False
246.393, 129.989, 8.335, 12.860 False
246.115, 129.977, 8.335, 12.893 False
245.838, 129.966, 8.335, 12.926 False
245.560, 129.954, 8.335, 12.959 False
245.282, 129.943, 8.335, 12.992 False
245.005, 129.932, 8.335, 13.025 False
244.727, 129.920, 8.335, 13.058 False
244.449, 129.909, 8.335, 13.091 False
244.172, 129.898, 8.335, 13.124 False
243.894, 129.886, 8.335, 13.157 False
243.617, 129.875, 8.335, 13.190 False
243.339, 129.864, 8.335, 13.223 False
243.061, 129.853, 8.335, 13.256 False
242.784, 129.842, 8.335, 13.289 False
242.506, 129.831, 8.335, 13.322 False
242.228, 129.820, 8.334, 13.355 False
241.951, 129.810, 8.334, 13.388 False
241.673, 129.799, 8.334, 13.421 False
241.396, 129.788, 8.334, 13.454 False
241.118, 129.778, 8.334, 13.487 False
240.840, 129.767, 8.334, 13.520 False
240.563, 129.757, 8.334, 13.553 False
240.285, 129.746, 8.334, 13.586 False
240.008, 129.736, 8.334, 13.619 False
239.730, 129.725, 8.334, 13.652 False
239.452, 129.715, 8.334, 13.685 False
239.175, 129.705, 8.334, 13.718 False
238.897, 129.695, 8.334, 13.751 False
238.619, 129.686, 8.334, 13.784 False
238.342, 129.676, 8.334, 13.817 False
238.064, 129.666, 8.334, 13.850 False
237.787, 129.657, 8.334, 13.883 False
237.509, 129.647, 8.334, 13.916 False
237.231, 129.638, 8.334, 13.949 False
236.954, 129.628, 8.334, 13.982 False
236.676, 129.619, 8.334, 14.015 False
236.398, 129.609, 8.334, 14.048 False
236.121, 129.600, 8.334, 14.081 False
235.843, 129.591, 8.334, 14.114 False
235.565, 129.582, 8.334, 14.147 False
235.288, 129.573, 8.334, 14.180 False
235.010, 129.564, 8.334, 14.213 False
234.732, 129.555, 8.334, 14.246 False
234.455, 129.547, 8.334, 14.279 False
234.177, 129.539, 8.334, 14.312 False
233.899, 129.530, 8.334, 14.345 False
233.622, 129.522, 8.334, 14.378 False
233.344, 129.513, 8.334, 14.411 False
233.066, 129.505, 8.334, 14.444 False
232.789, 129.497, 8.334, 14.477 False
232.511, 129.489, 8.334, 14.510 False
232.233, 129.481, 8.334, 14.543 False
231.956, 129.473, 8.334, 14.576 False
231.678, 129.465, 8.334, 14.609 False
231.400, 129.458, 8.334, 14.642 False
231.123, 129.450, 8.334, 14.675 False
230.845, 129.442, 8.334, 14.708 False
230.567, 129.435, 8.334, 14.741 False
230.290, 129.427, 8.334, 14.774 False
230.012, 129.420, 8.334, 14.807 False
229.734, 129.413, 8.334, 14.840 False
229.456, 129.405, 8.334, 14.873 False
229.179, 129.398, 8.334, 14.906 False
228.901, 129.391, 8.333, 14.939 False
228.623, 129.384, 8.333, 14.972 False
228.346, 129.377, 8.333, 15.005 False
228.068, 129.370, 8.333, 15.038 False
227.790, 129.364, 8.333, 15.071 False
227.513, 129.357, 8.333, 15.104 False
227.235, 129.350, 8.333, 15.137 False
226.957, 129.344, 8.333, 15.170 False
226.679, 129.338, 8.333, 15.203 False
226.402, 129.331, 8.333, 15.236 False
226.124, 129.325, 8.333, 15.269 False
225.846, 129.319, 8.333, 15.302 False
225.569, 129.313, 8.333, 15.335 False
225.291, 129.307, 8.333, 15.368 False
225.013, 129.301, 8.333, 15.401 False
224.736, 129.295, 8.333, 15.434 False
224.458, 129.289, 8.333, 15.467 False
224.180, 129.284, 8.333, 15.500 False
223.902, 129.278, 8.333, 15.533 False
223.625, 129.273, 8.333, 15.566 False
223.347, 129.267, 8.333, 15.599 False
223.069, 129.262, 8.333, 15.632 False
222.791, 129.257, 8.333, 15.665 False
222.514, 129.252, 8.333, 15.698 False
222.236, 129.247, 8.333, 15.731 False
221.958, 129.242, 8.333, 15.764 False
221.680, 129.237, 8.333, 15.797 False
221.403, 129.232, 8.333, 15.830 False
221.125, 129.227, 8.333, 15.863 False
220.847, 129.222, 8.333, 15.896 False
220.570, 129.218, 8.333, 15.929 False
220.292, 129.213, 8.333, 15.962 False
220.014, 129.209, 8.333, 15.995 False
219.736, 129.205, 8.333, 16.028 False
219.459, 129.200, 8.333, 16.061 False
219.181, 129.196, 8.333, 16.094 False
218.903, 129.192, 8.333, 16.127 False
218.625, 129.188, 8.333, 16.160 False
218.348, 129.185, 8.333, 16.193 False
218.070, 129.181, 8.333, 16.226 False
217.792, 129.177, 8.333, 16.259 False
217.514, 129.173, 8.333, 16.292 False
217.237, 129.170, 8.333, 16.325 False
216.959, 129.166, 8.333, 16.358 False
216.681, 129.164, 8.333, 16.391 False
216.403, 129.161, 8.333, 16.424 False
216.126, 129.158, 8.333, 16.457 False
215.848, 129.155, 8.333, 16.490 False
215.570, 129.152, 8.333, 16.523 False
215.292, 129.149, 8.333, 16.556 False
215.015, 129.146, 8.333, 16.589 False
214.737, 129.144, 8.333, 16.622 False
214.459, 129.141, 8.333, 16.655 False
214.181, 129.139, 8.333, 16.688 False
213.904, 129.136, 8.333, 16.721 False
213.626, 129.134, 8.333, 16.754 False
213.348, 129.132, 8.333, 16.787 False
213.070, 129.130, 8.333, 16.820 False
212.792, 129.128, 8.333, 16.853 False
212.515, 129.126, 8.333, 16.886 False
212.237, 129.124, 8.333, 16.919 False
211.959, 129.122, 8.333, 16.952 False
211.681, 129.120, 8.333, 16.985 False
211.404, 129.119, 8.333, 17.018 False
211.126, 129.117, 8.333, 17.051 False
210.848, 129.115, 8.333, 17.084 False
210.570, 129.114, 8.333, 17.117 False
210.292, 129.113, 8.333, 17.150 False
210.015, 129.111, 8.333, 17.183 False
209.737, 129.110, 8.333, 17.216 False
209.459, 129.109, 8.333, 17.249 False
209.181, 129.108, 8.333, 17.282 False
208.904, 129.107, 8.333, 17.315 False
208.626, 129.106, 8.333, 17.348 False
208.348, 129.105, 8.333, 17.381 False
208.070, 129.105, 8.333, 17.414 False
207.792, 129.104, 8.333, 17.447 False
207.515, 129.104, 8.333, 17.480 False
207.237, 129.103, 8.333, 17.513 False
206.959, 129.103, 8.333, 17.546 False
206.681, 129.103, 8.333, 17.579 False
206.404, 129.103, 8.333, 17.612 False
206.126, 129.103, 8.333, 17.645 False
205.848, 129.103, 8.333, 17.678 False
205.570, 129.103, 8.333, 17.711 False
205.293, 129.103, 8.333, 17.744 False
205.015, 129.103, 8.333, 17.777 False
204.737, 129.103, 8.333, 17.810 False
204.459, 129.104, 8.333, 17.843 False
204.181, 129.104, 8.333, 17.876 False
203.904, 129.105, 8.333, 17.909 False
203.626, 129.106, 8.333, 17.942 False
203.348, 129.106, 8.333, 17.975 False
203.070, 129.107, 8.333, 18.008 False
202.793, 129.108, 8.333, 18.041 False
202.515, 129.109, 8.333, 18.074 False
202.237, 129.110, 8.333, 18.107 False
201.959, 129.111, 8.333, 18.140 False
201.681, 129.112, 8.333, 18.173 False
201.404, 129.113, 8.333, 18.206 False
201.126, 129.114, 8.333, 18.239 False
200.848, 129.115, 8.333, 18.272 False
200.570, 129.116, 8.333, 18.305 False
200.293, 129.118, 8.333, 18.338 False
200.015, 129.119, 8.333, 18.371 False
199.737, 129.120, 8.333, 18.404 False
199.459, 129.122, 8.333, 18.437 False
199.181, 129.123, 8.333, 18.470 False
198.904, 129.125, 8.333, 18.503 False
198.626, 129.127, 8.333, 18.536 False
198.348, 129.128, 8.333, 18.569 False
198.070, 129.130, 8.333, 18.602 False
197.793, 129.132, 8.333, 18.635 False
197.515, 129.133, 8.333, 18.668 False
197.237, 129.135, 8.333, 18.701 False
196.959, 129.137, 8.333, 18.734 False
196.682, 129.139, 8.333, 18.767 False
196.404, 129.141, 8.333, 18.800 False
196.126, 129.143, 8.333, 18.833 False
195.848, 129.145, 8.333, 18.866 False
195.570, 129.147, 8.333, 18.899 False
195.293, 129.149, 8.333, 18.932 False
195.015, 129.151, 8.333, 18.965 False
194.737, 129.153, 8.333, 18.998 False
194.459, 129.155, 8.333, 19.031 False
194.182, 129.158, 8.333, 19.064 False
193.904, 129.160, 8.333, 19.097 False
193.626, 129.162, 8.333, 19.130 False
193.348, 129.165, 8.333, 19.163 False
193.070, 129.167, 8.333, 19.196 False
192.793, 129.169, 8.333, 19.229 False
192.515, 129.172, 8.333, 19.262 False
192.237, 129.174, 8.333, 19.295 False
191.959, 129.177, 8.333, 19.328 False
191.682, 129.179, 8.333, 19.361 False
191.404, 129.182, 8.333, 19.394 False
191.126, 129.184, 8.333, 19.427 False
190.848, 129.187, 8.333, 19.460 False
190.570, 129.190, 8.333, 19.493 False
190.293, 129.192, 8.333, 19.526 False
190.015, 129.195, 8.333, 19.559 False
189.737, 129.198, 8.333, 19.592 False
189.459, 129.201, 8.333, 19.625 False
189.182, 129.203, 8.333, 19.658 False
188.904, 129.206, 8.333, 19.691 False
188.626, 129.209, 8.333, 19.724 False
188.348, 129.212, 8.333, 19.757 False
188.071, 129.215, 8.333, 19.790 False
187.793, 129.219, 8.333, 19.823 False
187.515, 129.222, 8.333, 19.856 False
187.238, 129.225, 8.333, 19.889 False
186.960, 129.228, 8.333, 19.922 False
186.682, 129.231, 8.333, 19.955 False
186.404, 129.234, 8.333, 19.988 False
186.127, 129.238, 8.333, 20.021 False
185.849, 129.241, 8.333, 20.054 False
185.571, 129.244, 8.333, 20.087 False
185.293, 129.247, 8.333, 20.120 False
185.016, 129.250, 8.333, 20.153 False
184.738, 129.254, 8.333, 20.186 False
184.460, 129.257, 8.333, 20.219 False
184.182, 129.260, 8.333, 20.252 False
183.905, 129.264, 8.333, 20.285 False
183.627, 129.267, 8.333, 20.318 False
183.349, 129.270, 8.333, 20.351 False
183.072, 129.274, 8.333, 20.384 False
182.794, 129.277, 8.333, 20.417 False
182.516, 129.280, 8.333, 20.450 False
182.238, 129.283, 8.333, 20.483 False
181.961, 129.287, 8.333, 20.516 False
181.683, 129.290, 8.333, 20.549 False
181.405, 129.293, 8.333, 20.582 False
181.127, 129.297, 8.333, 20.615 False
180.850, 129.300, 8.333, 20.648 False
180.572, 129.303, 8.333, 20.681 False
180.294, 129.307, 8.333, 20.714 False
180.016, 129.310, 8.333, 20.747 False
179.739, 129.313, 8.333, 20.780 False
179.461, 129.317, 8.333, 20.813 False
179.183, 129.320, 8.333, 20.846 False
178.905, 129.323, 8.333, 20.879 False
178.628, 129.327, 8.333, 20.912 False
178.350, 129.330, 8.333, 20.945 False
178.072, 129.333, 8.333, 20.978 False
177.795, 129.337, 8.333, 21.011 False
177.517, 129.340, 8.333, 21.044 False
177.239, 129.343, 8.333, 21.077 False
176.961, 129.347, 8.333, 21.110 False
176.684, 129.350, 8.333, 21.143 False
176.406, 129.353, 8.333, 21.176 False
176.128, 129.356, 8.333, 21.209 False
175.850, 129.360, 8.333, 21.242 False
175.573, 129.363, 8.333, 21.275 False
175.295, 129.366, 8.330, 21.308 False
175.018, 129.369, 8.305, 21.341 False
174.743, 129.373, 8.246, 21.374 False
174.471, 129.376, 8.157, 21.407 False
174.203, 129.379, 8.043, 21.440 False
173.939, 129.382, 7.909, 21.473 False
173.680, 129.385, 7.763, 21.506 False
173.426, 129.388, 7.605, 21.539 False
173.178, 129.391, 7.438, 21.572 False
172.935, 129.393, 7.269, 21.605 False
172.698, 129.396, 7.098, 21.638 False
172.466, 129.399, 6.931, 21.671 False
172.240, 129.401, 6.771, 21.704 False
172.019, 129.403, 6.624, 21.737 False
171.802, 129.406, 6.486, 21.770 False
171.589, 129.408, 6.360, 21.803 False
