-183.364, 78.240, 1.479,  1.765
-183.351, 78.192, 1.483,  1.798
-183.339, 78.144, 1.487,  1.831
-183.327, 78.096, 1.491,  1.864
-183.315, 78.047, 1.495,  1.897
-183.302, 77.999, 1.500,  1.930
-183.290, 77.950, 1.505,  1.963
-183.278, 77.901, 1.510,  1.996
-183.265, 77.852, 1.515,  2.029
-183.253, 77.803, 1.521,  2.062
-183.240, 77.754, 1.526,  2.095
-183.227, 77.704, 1.532,  2.128
-183.214, 77.655, 1.538,  2.161
-183.202, 77.605, 1.544,  2.194
-183.189, 77.555, 1.550,  2.227
-183.176, 77.505, 1.555,  2.260
-183.163, 77.454, 1.561,  2.293
-183.150, 77.404, 1.567,  2.326
-183.137, 77.353, 1.573,  2.359
-183.124, 77.302, 1.578,  2.392
-183.111, 77.251, 1.584,  2.425
-183.098, 77.200, 1.589,  2.458
-183.084, 77.148, 1.595,  2.491
-183.071, 77.097, 1.600,  2.524
-183.058, 77.045, 1.605,  2.557
-183.045, 76.993, 1.611,  2.590
-183.031, 76.941, 1.616,  2.623
-183.018, 76.888, 1.622,  2.656
-183.005, 76.836, 1.627,  2.689
-182.991, 76.783, 1.633,  2.722
-182.978, 76.730, 1.638,  2.755
-182.965, 76.677, 1.643,  2.788
-182.951, 76.624, 1.649,  2.821
-182.938, 76.570, 1.655,  2.854
-182.924, 76.517, 1.660,  2.887
-182.911, 76.463, 1.666,  2.920
-182.897, 76.409, 1.671,  2.953
-182.884, 76.355, 1.677,  2.986
-182.870, 76.300, 1.683,  3.019
-182.857, 76.246, 1.689,  3.052
-182.843, 76.191, 1.694,  3.085
-182.830, 76.136, 1.700,  3.118
-182.817, 76.081, 1.706,  3.151
-182.803, 76.025, 1.712,  3.184
-182.790, 75.969, 1.718,  3.217
-182.776, 75.914, 1.724,  3.250
-182.763, 75.858, 1.729,  3.283
-182.749, 75.801, 1.735,  3.316
-182.736, 75.745, 1.741,  3.349
-182.723, 75.688, 1.747,  3.382
-182.709, 75.632, 1.753,  3.415
-182.696, 75.575, 1.759,  3.448
-182.682, 75.517, 1.765,  3.481
-182.669, 75.460, 1.771,  3.514
-182.656, 75.402, 1.777,  3.547
-182.643, 75.344, 1.783,  3.580
-182.629, 75.286, 1.789,  3.613
-182.616, 75.228, 1.795,  3.646
-182.603, 75.169, 1.801,  3.679
-182.590, 75.111, 1.807,  3.712
-182.577, 75.052, 1.813,  3.745
-182.563, 74.993, 1.819,  3.778
-182.550, 74.933, 1.825,  3.811
-182.537, 74.874, 1.831,  3.844
-182.524, 74.814, 1.837,  3.877
-182.511, 74.754, 1.844,  3.910
-182.498, 74.694, 1.850,  3.943
-182.486, 74.633, 1.856,  3.976
-182.473, 74.572, 1.862,  4.009
-182.460, 74.511, 1.868,  4.042
-182.447, 74.450, 1.875,  4.075
-182.434, 74.389, 1.881,  4.108
-182.422, 74.327, 1.887,  4.141
-182.409, 74.266, 1.894,  4.174
-182.397, 74.203, 1.900,  4.207
-182.384, 74.141, 1.906,  4.240
-182.372, 74.079, 1.913,  4.273
-182.359, 74.016, 1.919,  4.306
-182.347, 73.953, 1.926,  4.339
-182.335, 73.890, 1.932,  4.372
-182.322, 73.826, 1.939,  4.405
-182.310, 73.763, 1.945,  4.438
-182.298, 73.699, 1.952,  4.471
-182.286, 73.635, 1.958,  4.504
-182.274, 73.570, 1.965,  4.537
-182.262, 73.506, 1.972,  4.570
-182.250, 73.441, 1.978,  4.603
-182.238, 73.376, 1.985,  4.636
-182.227, 73.311, 1.992,  4.669
-182.215, 73.245, 1.998,  4.702
-182.203, 73.179, 2.005,  4.735
-182.192, 73.113, 2.012,  4.768
-182.180, 73.047, 2.018,  4.801
-182.169, 72.980, 2.025,  4.834
-182.158, 72.914, 2.032,  4.867
-182.147, 72.847, 2.039,  4.900
-182.135, 72.779, 2.045,  4.933
-182.124, 72.712, 2.052,  4.966
-182.113, 72.644, 2.059,  4.999
-182.102, 72.576, 2.066,  5.032
-182.091, 72.508, 2.073,  5.065
-182.081, 72.440, 2.080,  5.098
-182.070, 72.371, 2.087,  5.131
-182.059, 72.302, 2.094,  5.164
-182.049, 72.233, 2.101,  5.197
-182.038, 72.163, 2.108,  5.230
-182.028, 72.094, 2.115,  5.263
-182.018, 72.024, 2.122,  5.296
-182.007, 71.953, 2.129,  5.329
-181.997, 71.883, 2.136,  5.362
-181.987, 71.812, 2.143,  5.395
-181.977, 71.741, 2.151,  5.428
-181.967, 71.670, 2.158,  5.461
-181.958, 71.598, 2.165,  5.494
-181.948, 71.527, 2.172,  5.527
-181.938, 71.455, 2.179,  5.560
-181.929, 71.383, 2.187,  5.593
-181.919, 71.310, 2.194,  5.626
-181.910, 71.237, 2.201,  5.659
-181.901, 71.164, 2.209,  5.692
-181.891, 71.091, 2.216,  5.725
-181.882, 71.017, 2.223,  5.758
-181.873, 70.944, 2.231,  5.791
-181.864, 70.870, 2.238,  5.824
-181.855, 70.795, 2.246,  5.857
-181.847, 70.721, 2.253,  5.890
-181.838, 70.646, 2.261,  5.923
-181.830, 70.571, 2.268,  5.956
-181.821, 70.495, 2.276,  5.989
-181.813, 70.420, 2.283,  6.022
-181.804, 70.344, 2.291,  6.055
-181.796, 70.268, 2.298,  6.088
-181.788, 70.191, 2.306,  6.121
-181.780, 70.115, 2.314,  6.154
-181.772, 70.038, 2.321,  6.187
-181.764, 69.961, 2.329,  6.220
-181.757, 69.883, 2.337,  6.253
-181.749, 69.805, 2.344,  6.286
-181.741, 69.727, 2.352,  6.319
-181.734, 69.649, 2.360,  6.352
-181.727, 69.570, 2.368,  6.385
-181.719, 69.492, 2.375,  6.418
-181.712, 69.413, 2.383,  6.451
-181.705, 69.333, 2.391,  6.484
-181.698, 69.254, 2.399,  6.517
-181.691, 69.174, 2.407,  6.550
-181.684, 69.093, 2.415,  6.583
-181.678, 69.013, 2.423,  6.616
-181.671, 68.932, 2.431,  6.649
-181.664, 68.851, 2.439,  6.682
-181.658, 68.770, 2.447,  6.715
-181.652, 68.688, 2.455,  6.748
-181.645, 68.607, 2.463,  6.781
-181.639, 68.524, 2.472,  6.814
-181.633, 68.442, 2.480,  6.847
-181.627, 68.359, 2.488,  6.880
-181.621, 68.276, 2.496,  6.913
-181.615, 68.193, 2.504,  6.946
-181.610, 68.110, 2.513,  6.979
-181.604, 68.026, 2.521,  7.012
-181.599, 67.942, 2.529,  7.045
-181.593, 67.857, 2.538,  7.078
-181.588, 67.773, 2.546,  7.111
-181.582, 67.688, 2.554,  7.144
-181.577, 67.603, 2.563,  7.177
-181.572, 67.517, 2.571,  7.210
-181.567, 67.431, 2.580,  7.243
-181.562, 67.345, 2.588,  7.276
-181.557, 67.259, 2.597,  7.309
-181.552, 67.172, 2.605,  7.342
-181.548, 67.085, 2.614,  7.375
-181.543, 66.998, 2.623,  7.408
-181.538, 66.910, 2.631,  7.441
-181.534, 66.823, 2.640,  7.474
-181.530, 66.734, 2.649,  7.507
-181.525, 66.646, 2.657,  7.540
-181.521, 66.557, 2.666,  7.573
-181.517, 66.468, 2.675,  7.606
-181.513, 66.379, 2.684,  7.639
-181.509, 66.289, 2.692,  7.672
-181.505, 66.199, 2.701,  7.705
-181.501, 66.109, 2.710,  7.738
-181.497, 66.019, 2.719,  7.771
-181.494, 65.928, 2.728,  7.804
-181.490, 65.837, 2.737,  7.837
-181.487, 65.745, 2.746,  7.870
-181.483, 65.654, 2.756,  7.903
-181.480, 65.562, 2.765,  7.936
-181.476, 65.469, 2.774,  7.969
-181.473, 65.377, 2.783,  8.002
-181.471, 65.284, 2.792,  8.035
-181.468, 65.190, 2.801,  8.068
-181.466, 65.097, 2.810,  8.101
-181.463, 65.003, 2.820,  8.134
-181.461, 64.909, 2.829,  8.167
-181.459, 64.814, 2.839,  8.200
-181.457, 64.719, 2.848,  8.233
-181.454, 64.624, 2.858,  8.266
-181.452, 64.528, 2.868,  8.299
-181.451, 64.433, 2.877,  8.332
-181.449, 64.337, 2.887,  8.365
-181.447, 64.240, 2.896,  8.398
-181.445, 64.143, 2.906,  8.431
-181.443, 64.046, 2.915,  8.464
-181.442, 63.949, 2.925,  8.497
-181.440, 63.851, 2.935,  8.530
-181.439, 63.753, 2.945,  8.563
-181.437, 63.655, 2.954,  8.596
-181.436, 63.556, 2.964,  8.629
-181.434, 63.457, 2.974,  8.662
-181.433, 63.357, 2.984,  8.695
-181.432, 63.258, 2.994,  8.728
-181.430, 63.158, 3.004,  8.761
-181.429, 63.057, 3.014,  8.794
-181.428, 62.957, 3.024,  8.827
-181.427, 62.855, 3.034,  8.860
-181.426, 62.754, 3.044,  8.893
-181.425, 62.652, 3.054,  8.926
-181.424, 62.550, 3.064,  8.959
-181.423, 62.448, 3.074,  8.992
-181.422, 62.345, 3.084,  9.025
-181.421, 62.242, 3.094,  9.058
-181.420, 62.139, 3.105,  9.091
-181.419, 62.035, 3.115,  9.124
-181.418, 61.931, 3.125,  9.157
-181.417, 61.826, 3.136,  9.190
-181.417, 61.722, 3.146,  9.223
-181.416, 61.617, 3.156,  9.256
-181.415, 61.511, 3.167,  9.289
-181.414, 61.405, 3.177,  9.322
-181.414, 61.299, 3.188,  9.355
-181.413, 61.193, 3.199,  9.388
-181.413, 61.086, 3.209,  9.421
-181.412, 60.978, 3.220,  9.454
-181.411, 60.871, 3.231,  9.487
-181.411, 60.763, 3.241,  9.520
-181.410, 60.654, 3.252,  9.553
-181.410, 60.546, 3.263,  9.586
-181.409, 60.437, 3.274,  9.619
-181.409, 60.327, 3.285,  9.652
-181.409, 60.218, 3.296,  9.685
-181.408, 60.107, 3.306,  9.718
-181.408, 59.997, 3.317,  9.751
-181.407, 59.886, 3.329,  9.784
-181.407, 59.775, 3.340,  9.817
-181.407, 59.663, 3.351,  9.850
-181.406, 59.551, 3.362,  9.883
-181.406, 59.439, 3.373,  9.916
-181.406, 59.326, 3.384,  9.949
-181.405, 59.213, 3.395,  9.982
-181.405, 59.100, 3.407, 10.015
-181.405, 58.986, 3.418, 10.048
-181.405, 58.872, 3.430, 10.081
-181.405, 58.757, 3.441, 10.114
-181.404, 58.642, 3.452, 10.147
-181.404, 58.527, 3.464, 10.180
-181.404, 58.411, 3.475, 10.213
-181.404, 58.295, 3.487, 10.246
-181.404, 58.178, 3.499, 10.279
-181.403, 58.061, 3.510, 10.312
-181.403, 57.944, 3.522, 10.345
-181.403, 57.826, 3.534, 10.378
-181.403, 57.708, 3.545, 10.411
-181.403, 57.590, 3.557, 10.444
-181.403, 57.471, 3.569, 10.477
-181.403, 57.352, 3.581, 10.510
-181.403, 57.232, 3.593, 10.543
-181.403, 57.112, 3.605, 10.576
-181.403, 56.991, 3.617, 10.609
-181.402, 56.871, 3.629, 10.642
-181.402, 56.749, 3.641, 10.675
-181.402, 56.628, 3.653, 10.708
-181.402, 56.506, 3.665, 10.741
-181.402, 56.383, 3.677, 10.774
-181.402, 56.260, 3.689, 10.807
-181.402, 56.137, 3.702, 10.840
-181.402, 56.013, 3.714, 10.873
-181.402, 55.889, 3.726, 10.906
-181.402, 55.765, 3.739, 10.939
-181.402, 55.640, 3.751, 10.972
-181.402, 55.514, 3.764, 11.005
-181.402, 55.388, 3.776, 11.038
-181.402, 55.262, 3.789, 11.071
-181.402, 55.136, 3.801, 11.104
-181.402, 55.009, 3.814, 11.137
-181.402, 54.881, 3.827, 11.170
-181.402, 54.753, 3.840, 11.203
-181.402, 54.625, 3.852, 11.236
-181.402, 54.496, 3.865, 11.269
-181.402, 54.367, 3.878, 11.302
-181.402, 54.237, 3.891, 11.335
-181.403, 54.107, 3.904, 11.368
-181.403, 53.977, 3.917, 11.401
-181.403, 53.846, 3.930, 11.434
-181.403, 53.715, 3.942, 11.467
-181.403, 53.583, 3.955, 11.500
-181.403, 53.451, 3.968, 11.533
-181.403, 53.318, 3.981, 11.566
-181.403, 53.185, 3.994, 11.599
-181.403, 53.052, 4.007, 11.632
-181.403, 52.918, 4.020, 11.665
-181.403, 52.784, 4.033, 11.698
-181.403, 52.649, 4.046, 11.731
-181.403, 52.514, 4.059, 11.764
-181.403, 52.378, 4.073, 11.797
-181.403, 52.242, 4.086, 11.830
-181.403, 52.105, 4.099, 11.863
-181.403, 51.968, 4.112, 11.896
-181.404, 51.831, 4.126, 11.929
-181.404, 51.693, 4.139, 11.962
-181.404, 51.555, 4.153, 11.995
-181.404, 51.416, 4.166, 12.028
-181.404, 51.277, 4.180, 12.061
-181.404, 51.137, 4.193, 12.094
-181.404, 50.997, 4.207, 12.127
-181.404, 50.856, 4.221, 12.160
-181.404, 50.715, 4.234, 12.193
-181.404, 50.574, 4.248, 12.226
-181.404, 50.432, 4.262, 12.259
-181.404, 50.290, 4.276, 12.292
-181.404, 50.147, 4.290, 12.325
-181.405, 50.003, 4.304, 12.358
-181.405, 49.859, 4.318, 12.391
-181.405, 49.715, 4.332, 12.424
-181.405, 49.570, 4.346, 12.457
-181.405, 49.425, 4.361, 12.490
-181.405, 49.279, 4.375, 12.523
-181.405, 49.133, 4.389, 12.556
-181.405, 48.987, 4.404, 12.589
-181.405, 48.839, 4.418, 12.622
-181.405, 48.692, 4.432, 12.655
-181.405, 48.544, 4.447, 12.688
-181.405, 48.395, 4.461, 12.721
-181.405, 48.246, 4.476, 12.754
-181.406, 48.096, 4.490, 12.787
-181.406, 47.946, 4.505, 12.820
-181.406, 47.796, 4.520, 12.853
-181.406, 47.645, 4.535, 12.886
-181.406, 47.493, 4.550, 12.919
-181.406, 47.341, 4.565, 12.952
-181.406, 47.189, 4.579, 12.985
-181.406, 47.036, 4.594, 13.018
-181.406, 46.882, 4.609, 13.051
-181.406, 46.728, 4.624, 13.084
-181.406, 46.574, 4.640, 13.117
-181.406, 46.419, 4.655, 13.150
-181.406, 46.263, 4.670, 13.183
-181.406, 46.107, 4.685, 13.216
-181.406, 45.950, 4.701, 13.249
-181.406, 45.793, 4.716, 13.282
-181.406, 45.636, 4.731, 13.315
-181.407, 45.478, 4.747, 13.348
-181.407, 45.319, 4.762, 13.381
-181.407, 45.160, 4.778, 13.414
-181.407, 45.000, 4.794, 13.447
-181.407, 44.840, 4.809, 13.480
-181.407, 44.679, 4.825, 13.513
-181.407, 44.518, 4.841, 13.546
-181.407, 44.356, 4.857, 13.579
-181.407, 44.194, 4.873, 13.612
-181.407, 44.031, 4.889, 13.645
-181.407, 43.868, 4.905, 13.678
-181.407, 43.704, 4.921, 13.711
-181.407, 43.540, 4.937, 13.744
-181.407, 43.375, 4.953, 13.777
-181.407, 43.209, 4.969, 13.810
-181.407, 43.043, 4.986, 13.843
-181.407, 42.876, 5.002, 13.876
-181.407, 42.709, 5.018, 13.909
-181.407, 42.542, 5.035, 13.942
-181.407, 42.373, 5.051, 13.975
-181.407, 42.205, 5.068, 14.008
-181.407, 42.035, 5.084, 14.041
-181.407, 41.865, 5.100, 14.074
-181.407, 41.695, 5.110, 14.107
-181.407, 41.525, 5.107, 14.140
-181.407, 41.355, 5.092, 14.173
-181.407, 41.186, 5.078, 14.206
-181.407, 41.017, 5.069, 14.239
-181.407, 40.848, 5.065, 14.272
-181.407, 40.680, 5.067, 14.305
-181.407, 40.511, 5.076, 14.338
-181.407, 40.341, 5.091, 14.371
-181.407, 40.171, 5.112, 14.404
-181.407, 40.000, 5.139, 14.437
-181.407, 39.827, 5.171, 14.470
-181.407, 39.654, 5.207, 14.503
-181.407, 39.479, 5.247, 14.536
-181.407, 39.303, 5.289, 14.569
-181.407, 39.125, 5.331, 14.602
-181.407, 38.946, 5.373, 14.635
-181.407, 38.766, 5.413, 14.668
-181.407, 38.584, 5.450, 14.701
-181.407, 38.402, 5.484, 14.734
-181.407, 38.218, 5.513, 14.767
-181.407, 38.034, 5.539, 14.800
-181.407, 37.848, 5.561, 14.833
-181.407, 37.663, 5.578, 14.866
-181.407, 37.476, 5.593, 14.899
-181.407, 37.290, 5.605, 14.932
-181.407, 37.103, 5.614, 14.965
-181.407, 36.916, 5.622, 14.998
-181.406, 36.728, 5.629, 15.031
-181.406, 36.540, 5.636, 15.064
-181.406, 36.352, 5.642, 15.097
-181.406, 36.164, 5.650, 15.130
-181.406, 35.976, 5.658, 15.163
-181.406, 35.787, 5.668, 15.196
-181.406, 35.598, 5.680, 15.229
-181.406, 35.408, 5.694, 15.262
-181.406, 35.218, 5.710, 15.295
-181.406, 35.027, 5.728, 15.328
-181.406, 34.835, 5.748, 15.361
-181.406, 34.643, 5.770, 15.394
-181.406, 34.450, 5.793, 15.427
-181.405, 34.256, 5.818, 15.460
-181.405, 34.062, 5.844, 15.493
-181.405, 33.866, 5.870, 15.526
-181.405, 33.670, 5.897, 15.559
-181.405, 33.472, 5.923, 15.592
-181.405, 33.274, 5.949, 15.625
-181.405, 33.075, 5.975, 15.658
-181.405, 32.875, 5.999, 15.691
-181.405, 32.674, 6.022, 15.724
-181.404, 32.473, 6.044, 15.757
-181.404, 32.271, 6.065, 15.790
-181.404, 32.068, 6.085, 15.823
-181.404, 31.865, 6.104, 15.856
-181.404, 31.661, 6.122, 15.889
-181.404, 31.456, 6.140, 15.922
-181.404, 31.251, 6.157, 15.955
-181.404, 31.046, 6.174, 15.988
-181.403, 30.839, 6.191, 16.021
-181.403, 30.633, 6.208, 16.054
-181.403, 30.425, 6.226, 16.087
-181.403, 30.217, 6.244, 16.120
-181.403, 30.009, 6.262, 16.153
-181.403, 29.799, 6.282, 16.186
-181.402, 29.589, 6.302, 16.219
-181.402, 29.379, 6.323, 16.252
-181.402, 29.167, 6.344, 16.285
-181.402, 28.955, 6.366, 16.318
-181.402, 28.742, 6.389, 16.351
-181.402, 28.529, 6.412, 16.384
-181.401, 28.314, 6.436, 16.417
-181.401, 28.099, 6.460, 16.450
-181.401, 27.883, 6.483, 16.483
-181.401, 27.666, 6.507, 16.516
-181.401, 27.449, 6.531, 16.549
-181.400, 27.230, 6.554, 16.582
-181.400, 27.011, 6.577, 16.615
-181.400, 26.791, 6.600, 16.648
-181.400, 26.571, 6.622, 16.681
-181.400, 26.349, 6.644, 16.714
-181.399, 26.127, 6.666, 16.747
-181.399, 25.904, 6.687, 16.780
-181.399, 25.681, 6.708, 16.813
-181.399, 25.457, 6.730, 16.846
-181.398, 25.232, 6.751, 16.879
-181.398, 25.006, 6.772, 16.912
-181.398, 24.780, 6.794, 16.945
-181.398, 24.553, 6.815, 16.978
-181.397, 24.325, 6.837, 17.011
-181.397, 24.097, 6.858, 17.044
-181.397, 23.867, 6.880, 17.077
-181.397, 23.637, 6.903, 17.110
-181.396, 23.407, 6.925, 17.143
-181.396, 23.175, 6.948, 17.176
-181.396, 22.943, 6.971, 17.209
-181.396, 22.710, 6.994, 17.242
-181.395, 22.476, 7.018, 17.275
-181.395, 22.242, 7.042, 17.308
-181.395, 22.006, 7.066, 17.341
-181.394, 21.770, 7.090, 17.374
-181.394, 21.533, 7.114, 17.407
-181.394, 21.295, 7.138, 17.440
-181.393, 21.057, 7.163, 17.473
-181.393, 20.817, 7.187, 17.506
-181.393, 20.577, 7.211, 17.539
-181.392, 20.336, 7.235, 17.572
-181.392, 20.094, 7.259, 17.605
-181.392, 19.852, 7.283, 17.638
-181.391, 19.608, 7.307, 17.671
-181.391, 19.364, 7.331, 17.704
-181.391, 19.119, 7.355, 17.737
-181.390, 18.873, 7.379, 17.770
-181.390, 18.626, 7.404, 17.803
-181.390, 18.379, 7.428, 17.836
-181.389, 18.131, 7.452, 17.869
-181.389, 17.882, 7.477, 17.902
-181.388, 17.632, 7.501, 17.935
-181.388, 17.381, 7.526, 17.968
-181.388, 17.130, 7.551, 18.001
-181.387, 16.877, 7.576, 18.034
-181.387, 16.624, 7.601, 18.067
-181.386, 16.370, 7.625, 18.100
-181.386, 16.115, 7.650, 18.133
-181.385, 15.860, 7.676, 18.166
-181.385, 15.603, 7.701, 18.199
-181.385, 15.346, 7.726, 18.232
-181.384, 15.088, 7.751, 18.265
-181.384, 14.829, 7.777, 18.298
-181.383, 14.569, 7.803, 18.331
-181.383, 14.308, 7.828, 18.364
-181.382, 14.046, 7.854, 18.397
-181.382, 13.784, 7.880, 18.430
-181.381, 13.521, 7.907, 18.463
-181.381, 13.256, 7.933, 18.496
-181.380, 12.991, 7.959, 18.529
-181.380, 12.725, 7.986, 18.562
-181.379, 12.458, 8.012, 18.595
-181.379, 12.191, 8.039, 18.628
-181.378, 11.922, 8.066, 18.661
-181.378, 11.653, 8.093, 18.694
-181.377, 11.382, 8.120, 18.727
-181.377, 11.111, 8.147, 18.760
-181.376, 10.838, 8.174, 18.793
-181.376, 10.565, 8.201, 18.826
-181.375, 10.291, 8.228, 18.859
-181.375, 10.016, 8.256, 18.892
-181.374, 9.740, 8.283, 18.925
-181.374, 9.464, 8.311, 18.958
-181.373, 9.186, 8.338, 18.991
-181.372, 8.907, 8.366, 19.024
-181.372, 8.628, 8.394, 19.057
-181.371, 8.347, 8.422, 19.090
-181.371, 8.066, 8.450, 19.123
-181.370, 7.783, 8.478, 19.156
-181.369, 7.500, 8.506, 19.189
-181.369, 7.216, 8.534, 19.222
-181.368, 6.931, 8.563, 19.255
-181.368, 6.645, 8.591, 19.288
-181.367, 6.357, 8.620, 19.321
-181.366, 6.069, 8.648, 19.354
-181.366, 5.780, 8.677, 19.387
-181.365, 5.490, 8.706, 19.420
-181.364, 5.199, 8.735, 19.453
-181.364, 4.908, 8.764, 19.486
-181.363, 4.615, 8.793, 19.519
-181.362, 4.321, 8.823, 19.552
-181.362, 4.026, 8.852, 19.585
-181.361, 3.730, 8.882, 19.618
-181.360, 3.433, 8.911, 19.651
-181.360, 3.136, 8.941, 19.684
-181.359, 2.837, 8.971, 19.717
-181.358, 2.537, 9.000, 19.750
-181.357, 2.236, 9.030, 19.783
-181.357, 1.934, 9.060, 19.816
-181.356, 1.632, 9.091, 19.849
-181.355, 1.328, 9.121, 19.882
-181.354, 1.023, 9.151, 19.915
-181.354, 0.717, 9.182, 19.948
-181.353, 0.410, 9.212, 19.981
-181.352, 0.103, 9.243, 20.014
-181.351, -0.206, 9.274, 20.047
-181.350, -0.516, 9.305, 20.080
-181.350, -0.827, 9.336, 20.113
-181.349, -1.139, 9.367, 20.146
-181.348, -1.452, 9.398, 20.179
-181.347, -1.766, 9.430, 20.212
-181.346, -2.081, 9.461, 20.245
-181.345, -2.398, 9.493, 20.278
-181.345, -2.715, 9.524, 20.311
-181.344, -3.033, 9.556, 20.344
-181.343, -3.352, 9.588, 20.377
-181.342, -3.673, 9.620, 20.410
-181.341, -3.994, 9.652, 20.443
-181.340, -4.317, 9.684, 20.476
-181.339, -4.640, 9.717, 20.509
-181.338, -4.965, 9.749, 20.542
-181.337, -5.291, 9.782, 20.575
-181.336, -5.618, 9.814, 20.608
-181.335, -5.946, 9.847, 20.641
-181.335, -6.275, 9.880, 20.674
-181.334, -6.605, 9.913, 20.707
-181.333, -6.936, 9.946, 20.740
-181.332, -7.269, 9.979, 20.773
-181.331, -7.602, 10.012, 20.806
-181.330, -7.937, 10.046, 20.839
-181.329, -8.273, 10.079, 20.872
-181.328, -8.609, 10.113, 20.905
-181.327, -8.947, 10.147, 20.938
-181.326, -9.286, 10.181, 20.971
-181.324, -9.627, 10.215, 21.004
-181.323, -9.968, 10.249, 21.037
-181.322, -10.310, 10.283, 21.070
-181.321, -10.654, 10.318, 21.103
-181.320, -10.999, 10.352, 21.136
-181.319, -11.345, 10.387, 21.169
-181.318, -11.692, 10.422, 21.202
-181.317, -12.040, 10.456, 21.235
-181.316, -12.390, 10.491, 21.268
-181.315, -12.740, 10.526, 21.301
-181.313, -13.092, 10.562, 21.334
-181.312, -13.445, 10.597, 21.367
-181.311, -13.799, 10.632, 21.400
-181.310, -14.154, 10.668, 21.433
-181.309, -14.511, 10.704, 21.466
-181.308, -14.869, 10.739, 21.499
-181.306, -15.228, 10.775, 21.532
-181.305, -15.588, 10.811, 21.565
-181.304, -15.949, 10.847, 21.598
-181.303, -16.311, 10.884, 21.631
-181.301, -16.675, 10.920, 21.664
-181.300, -17.040, 10.957, 21.697
-181.299, -17.406, 10.993, 21.730
-181.298, -17.774, 11.030, 21.763
-181.296, -18.142, 11.067, 21.796
-181.295, -18.512, 11.104, 21.829
-181.294, -18.883, 11.141, 21.862
-181.292, -19.255, 11.179, 21.895
-181.291, -19.629, 11.216, 21.928
-181.290, -20.004, 11.254, 21.961
-181.288, -20.380, 11.291, 21.994
-181.287, -20.757, 11.329, 22.027
-181.286, -21.136, 11.367, 22.060
-181.284, -21.516, 11.405, 22.093
-181.283, -21.897, 11.444, 22.126
-181.281, -22.279, 11.482, 22.159
-181.280, -22.663, 11.521, 22.192
-181.278, -23.048, 11.560, 22.225
-181.277, -23.434, 11.599, 22.258
-181.276, -23.822, 11.638, 22.291
-181.274, -24.211, 11.677, 22.324
-181.273, -24.601, 11.717, 22.357
-181.271, -24.993, 11.757, 22.390
-181.270, -25.386, 11.797, 22.423
-181.268, -25.780, 11.837, 22.456
-181.267, -26.175, 11.877, 22.489
-181.265, -26.572, 11.917, 22.522
-181.263, -26.971, 11.958, 22.555
-181.262, -27.370, 11.998, 22.588
-181.260, -27.771, 12.039, 22.621
-181.259, -28.174, 12.079, 22.654
-181.257, -28.577, 12.120, 22.687
-181.255, -28.982, 12.161, 22.720
-181.254, -29.389, 12.202, 22.753
-181.252, -29.796, 12.244, 22.786
-181.250, -30.206, 12.285, 22.819
-181.249, -30.616, 12.326, 22.852
-181.247, -31.028, 12.368, 22.885
-181.245, -31.441, 12.410, 22.918
-181.244, -31.856, 12.451, 22.951
-181.242, -32.272, 12.493, 22.984
-181.240, -32.690, 12.536, 23.017
-181.238, -33.109, 12.578, 23.050
