0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.044930869779953864e-02
2.000000000000000042e-02, 1.013478953806644794e-01
2.999999999999999889e-02, 1.526957290634337328e-01
4.000000000000000083e-02, 2.044927784885945954e-01
5.000000000000000278e-02, 2.567390121263586900e-01
5.999999999999999778e-02, 3.094343981747387229e-01
7.000000000000000666e-02, 3.625737379311488318e-01
8.000000000000000167e-02, 4.161484531254863728e-01
8.999999999999999667e-02, 4.701502657768898419e-01
1.000000000000000056e-01, 5.245711816155751439e-01
1.100000000000000006e-01, 5.794034747608753921e-01
1.199999999999999956e-01, 6.346396735356003571e-01
1.300000000000000044e-01, 6.902725473105318921e-01
1.400000000000000133e-01, 7.462950942847631497e-01
1.499999999999999944e-01, 8.027005301179329644e-01
1.600000000000000033e-01, 8.594822773394379389e-01
1.700000000000000122e-01, 9.166339554676078416e-01
1.799999999999999933e-01, 9.741493717787641504e-01
1.900000000000000022e-01, 1.032022512672187142e+00
2.000000000000000111e-01, 1.090247535582396843e+00
2.099999999999999922e-01, 1.148818761394914789e+00
2.200000000000000011e-01, 1.207730667325890739e+00
2.300000000000000100e-01, 1.266977880229723574e+00
2.399999999999999911e-01, 1.326555170302142539e+00
2.500000000000000000e-01, 1.386457445149187118e+00
2.600000000000000089e-01, 1.446679744195181527e+00
2.700000000000000178e-01, 1.507217233405180323e+00
2.800000000000000266e-01, 1.568065200299498363e+00
2.899999999999999800e-01, 1.629219049239851724e+00
2.999999999999999889e-01, 1.690674296968369239e+00
3.099999999999999978e-01, 1.752426568382288385e+00
3.200000000000000067e-01, 1.814471592528556387e+00
3.300000000000000155e-01, 1.876805198803830788e+00
3.400000000000000244e-01, 1.939423313346526179e+00
3.500000000000000333e-01, 2.002321955608600046e+00
3.599999999999999867e-01, 2.065497235095721251e+00
3.699999999999999956e-01, 2.128945348265331550e+00
3.800000000000000044e-01, 2.192662575572892791e+00
3.900000000000000133e-01, 2.256645278657341880e+00
4.000000000000000222e-01, 2.320889897657421486e+00
4.100000000000000311e-01, 2.385392948651162470e+00
4.199999999999999845e-01, 2.450151021211343760e+00
4.299999999999999933e-01, 2.515160776070254567e+00
4.400000000000000022e-01, 2.580418942887555023e+00
4.500000000000000111e-01, 2.645922318115450977e+00
4.600000000000000200e-01, 2.711667762955791261e+00
4.700000000000000289e-01, 2.777652201404060328e+00
4.799999999999999822e-01, 2.843872618375564709e+00
4.899999999999999911e-01, 2.910326057909423891e+00
5.000000000000000000e-01, 2.977009621446259136e+00
5.100000000000000089e-01, 3.043920466175733086e+00
5.200000000000000178e-01, 3.111055803450335944e+00
5.300000000000000266e-01, 3.178412897262042680e+00
5.400000000000000355e-01, 3.245989062778667833e+00
5.500000000000000444e-01, 3.313781664936942484e+00
5.600000000000000533e-01, 3.381788117089515655e+00
5.700000000000000622e-01, 3.450005879703247569e+00
5.799999999999999600e-01, 3.518432459106322074e+00
5.899999999999999689e-01, 3.587065406281844115e+00
5.999999999999999778e-01, 3.655902315705727545e+00
6.099999999999999867e-01, 3.724940824226801617e+00
6.199999999999999956e-01, 3.794178609987181261e+00
6.300000000000000044e-01, 3.863613391381058637e+00
6.400000000000000133e-01, 3.933242926050173782e+00
6.500000000000000222e-01, 4.003065009914313244e+00
6.600000000000000311e-01, 4.073077476235285488e+00
6.700000000000000400e-01, 4.143278194712895157e+00
6.800000000000000488e-01, 4.213665070611524399e+00
6.900000000000000577e-01, 4.284236043915996106e+00
7.000000000000000666e-01, 4.354989088515471174e+00
7.099999999999999645e-01, 4.425922211414187402e+00
7.199999999999999734e-01, 4.497033451967919149e+00
7.299999999999999822e-01, 4.568320881145081280e+00
7.399999999999999911e-01, 4.639782600811469315e+00
7.500000000000000000e-01, 4.711416743037665000e+00
7.600000000000000089e-01, 4.783221469428192485e+00
7.700000000000000178e-01, 4.855194970471555571e+00
7.800000000000000266e-01, 4.927335464910318485e+00
7.900000000000000355e-01, 4.999641199130448577e+00
8.000000000000000444e-01, 5.072110446569166875e+00
8.100000000000000533e-01, 5.144741507140581760e+00
8.200000000000000622e-01, 5.217532706678436938e+00
8.300000000000000711e-01, 5.290482396395307596e+00
8.399999999999999689e-01, 5.363588952357636330e+00
8.499999999999999778e-01, 5.436850774976006662e+00
8.599999999999999867e-01, 5.510266288510093702e+00
8.699999999999999956e-01, 5.583833940587748401e+00
8.800000000000000044e-01, 5.657552201737700237e+00
8.900000000000000133e-01, 5.731419564935387179e+00
9.000000000000000222e-01, 5.805434545161435089e+00
9.100000000000000311e-01, 5.879595678972342476e+00
9.200000000000000400e-01, 5.953901524082933605e+00
9.300000000000000488e-01, 6.028350658960167863e+00
9.400000000000000577e-01, 6.102941682427911019e+00
9.500000000000000666e-01, 6.177673213282291798e+00
9.599999999999999645e-01, 6.252543889917272502e+00
9.699999999999999734e-01, 6.327552369960091738e+00
9.799999999999999822e-01, 6.402697329916250624e+00
9.899999999999999911e-01, 6.477977464823708509e+00
1.000000000000000000e+00, 6.553391487915995128e+00
1.010000000000000009e+00, 6.628938130293935416e+00
1.020000000000000018e+00, 6.704616140605712538e+00
1.030000000000000027e+00, 6.780424284734986706e+00
1.040000000000000036e+00, 6.856361345496819304e+00
1.050000000000000044e+00, 6.932426122341148300e+00
1.060000000000000053e+00, 7.008617431063569825e+00
1.070000000000000062e+00, 7.084934103523202964e+00
1.080000000000000071e+00, 7.161374987367405076e+00
1.090000000000000080e+00, 7.237938945763135123e+00
1.100000000000000089e+00, 7.314624857134747415e+00
1.110000000000000098e+00, 7.391431614908025693e+00
1.120000000000000107e+00, 7.468358127260262158e+00
1.130000000000000115e+00, 7.545403316876202027e+00
1.140000000000000124e+00, 7.622566120709672433e+00
1.150000000000000133e+00, 7.699845489750727801e+00
1.159999999999999920e+00, 7.777240388798144721e+00
1.169999999999999929e+00, 7.854749796237110893e+00
1.179999999999999938e+00, 7.932372703821955362e+00
1.189999999999999947e+00, 8.010108116463770855e+00
1.199999999999999956e+00, 8.087955052022783420e+00
1.209999999999999964e+00, 8.165912541105345923e+00
1.219999999999999973e+00, 8.243979626865399979e+00
1.229999999999999982e+00, 8.322155364810305045e+00
1.239999999999999991e+00, 8.400438822610887257e+00
1.250000000000000000e+00, 8.478829079915607636e+00
1.260000000000000009e+00, 8.557325228168727094e+00
1.270000000000000018e+00, 8.635926370432349231e+00
1.280000000000000027e+00, 8.714631621212257429e+00
1.290000000000000036e+00, 8.793440106287407687e+00
1.300000000000000044e+00, 8.872350962543013253e+00
1.310000000000000053e+00, 8.951363337807094922e+00
1.320000000000000062e+00, 9.030476390690427735e+00
1.330000000000000071e+00, 9.109689290429766828e+00
1.340000000000000080e+00, 9.189001216734288491e+00
1.350000000000000089e+00, 9.268411359635152280e+00
1.360000000000000098e+00, 9.347918919338100707e+00
1.370000000000000107e+00, 9.427523106079011228e+00
1.380000000000000115e+00, 9.507223139982341920e+00
1.390000000000000124e+00, 9.587018250922376694e+00
1.400000000000000133e+00, 9.666907678387211433e+00
1.409999999999999920e+00, 9.746890671345401103e+00
1.419999999999999929e+00, 9.826966488115205678e+00
1.429999999999999938e+00, 9.907134396236367380e+00
1.439999999999999947e+00, 9.987393672344364148e+00
1.449999999999999956e+00, 1.006774360204705410e+01
1.459999999999999964e+00, 1.014818347980368429e+01
1.469999999999999973e+00, 1.022871260880617506e+01
1.479999999999999982e+00, 1.030933030086264068e+01
1.489999999999999991e+00, 1.039003587628309155e+01
1.500000000000000000e+00, 1.047082866376725363e+01
1.510000000000000009e+00, 1.055170800029446987e+01
1.520000000000000018e+00, 1.063267323101561956e+01
1.530000000000000027e+00, 1.071372370914701122e+01
1.540000000000000036e+00, 1.079485879586620634e+01
1.550000000000000044e+00, 1.087607786020972789e+01
1.560000000000000053e+00, 1.095738027897260025e+01
1.570000000000000062e+00, 1.103876543660968679e+01
1.580000000000000071e+00, 1.112023272513878425e+01
1.590000000000000080e+00, 1.120178154404541715e+01
1.600000000000000089e+00, 1.128341130018932326e+01
1.610000000000000098e+00, 1.136512140771255552e+01
1.620000000000000107e+00, 1.144691128794918988e+01
1.630000000000000115e+00, 1.152878036933659445e+01
1.640000000000000124e+00, 1.161072808732821748e+01
1.650000000000000133e+00, 1.169275388430787288e+01
1.660000000000000142e+00, 1.177485720950547687e+01
1.669999999999999929e+00, 1.185703751891421653e+01
1.679999999999999938e+00, 1.193929427520910558e+01
1.689999999999999947e+00, 1.202162694766690265e+01
1.699999999999999956e+00, 1.210403501208737076e+01
1.709999999999999964e+00, 1.218651795071582633e+01
1.719999999999999973e+00, 1.226907525216697969e+01
1.729999999999999982e+00, 1.235170641135000480e+01
1.739999999999999991e+00, 1.243441092939484527e+01
1.750000000000000000e+00, 1.251718831357970885e+01
1.760000000000000009e+00, 1.260003807725972536e+01
1.770000000000000018e+00, 1.268295973979676106e+01
1.780000000000000027e+00, 1.276595282649033969e+01
1.790000000000000036e+00, 1.284901686850967018e+01
1.800000000000000044e+00, 1.293215140282674191e+01
1.810000000000000053e+00, 1.301535597215047169e+01
1.820000000000000062e+00, 1.309863012486188616e+01
1.830000000000000071e+00, 1.318197341495029917e+01
1.840000000000000080e+00, 1.326538540195048910e+01
1.850000000000000089e+00, 1.334886565088083898e+01
1.860000000000000098e+00, 1.343241373218241996e+01
1.870000000000000107e+00, 1.351602922165901077e+01
1.880000000000000115e+00, 1.359971170041801614e+01
1.890000000000000124e+00, 1.368346075481228752e+01
1.900000000000000133e+00, 1.376727597638280898e+01
1.910000000000000142e+00, 1.385115696180224099e+01
1.919999999999999929e+00, 1.393510331281930981e+01
1.929999999999999938e+00, 1.401911463620400333e+01
1.939999999999999947e+00, 1.410319054369359471e+01
1.949999999999999956e+00, 1.418733065193943510e+01
1.959999999999999964e+00, 1.427153458245453521e+01
1.969999999999999973e+00, 1.435580196156190524e+01
1.979999999999999982e+00, 1.444013242034363387e+01
1.989999999999999991e+00, 1.452452559459070613e+01
2.000000000000000000e+00, 1.460898112475352839e+01
2.010000000000000231e+00, 1.469349865589316728e+01
2.020000000000000018e+00, 1.477807783763327620e+01
2.030000000000000249e+00, 1.486271832411268967e+01
2.040000000000000036e+00, 1.494741977393869448e+01
2.049999999999999822e+00, 1.503218185014094388e+01
2.060000000000000053e+00, 1.511700422012601841e+01
2.069999999999999840e+00, 1.520188655563260482e+01
2.080000000000000071e+00, 1.528682853268730391e+01
2.089999999999999858e+00, 1.537182983156102800e+01
2.100000000000000089e+00, 1.545689013672600787e+01
2.109999999999999876e+00, 1.554200913681337148e+01
2.120000000000000107e+00, 1.562718652457129664e+01
2.129999999999999893e+00, 1.571242199682373375e+01
2.140000000000000124e+00, 1.579771525442966684e+01
2.149999999999999911e+00, 1.588306600224292886e+01
2.160000000000000142e+00, 1.596847394907254092e+01
2.169999999999999929e+00, 1.605393880764357561e+01
2.180000000000000160e+00, 1.613946029455854614e+01
2.189999999999999947e+00, 1.622503813025927144e+01
2.200000000000000178e+00, 1.631067203898927076e+01
2.209999999999999964e+00, 1.639636174875661823e+01
2.220000000000000195e+00, 1.648210699129728951e+01
2.229999999999999982e+00, 1.656790750203898099e+01
2.240000000000000213e+00, 1.665376302006537301e+01
2.250000000000000000e+00, 1.673967328808086918e+01
2.260000000000000231e+00, 1.682563805237576915e+01
2.270000000000000018e+00, 1.691165706279188186e+01
2.280000000000000249e+00, 1.699773007268856517e+01
2.290000000000000036e+00, 1.708385683890920603e+01
2.300000000000000266e+00, 1.717003712174809138e+01
2.310000000000000053e+00, 1.725627068491771610e+01
2.319999999999999840e+00, 1.734255729551647107e+01
2.330000000000000071e+00, 1.742889672399674339e+01
2.339999999999999858e+00, 1.751528874413339310e+01
2.350000000000000089e+00, 1.760173313299262077e+01
2.359999999999999876e+00, 1.768822967090121168e+01
2.370000000000000107e+00, 1.777477814141614587e+01
2.379999999999999893e+00, 1.786137833129457775e+01
2.390000000000000124e+00, 1.794803003046417444e+01
2.399999999999999911e+00, 1.803473303199379174e+01
2.410000000000000142e+00, 1.812148713206452655e+01
2.419999999999999929e+00, 1.820829212994107849e+01
2.430000000000000160e+00, 1.829514782794347028e+01
2.439999999999999947e+00, 1.838205403141908789e+01
2.450000000000000178e+00, 1.846901054871505110e+01
2.459999999999999964e+00, 1.855601719115089665e+01
2.470000000000000195e+00, 1.864307377299158830e+01
2.479999999999999982e+00, 1.873018011142082884e+01
2.490000000000000213e+00, 1.881733602651466697e+01
2.500000000000000000e+00, 1.890454134121543817e+01
2.510000000000000231e+00, 1.899179588130595420e+01
2.520000000000000018e+00, 1.907909947538403372e+01
2.530000000000000249e+00, 1.916645195483727449e+01
2.540000000000000036e+00, 1.925385315381814522e+01
2.550000000000000266e+00, 1.934130290921932271e+01
2.560000000000000053e+00, 1.942880106064933088e+01
2.569999999999999840e+00, 1.951634745040843200e+01
2.580000000000000071e+00, 1.960394192346478803e+01
2.589999999999999858e+00, 1.969158432743088838e+01
2.600000000000000089e+00, 1.977927451254022628e+01
2.609999999999999876e+00, 1.986701233162423463e+01
2.620000000000000107e+00, 1.995479764008947399e+01
2.629999999999999893e+00, 2.004263029589505862e+01
2.640000000000000124e+00, 2.013051015953033129e+01
2.649999999999999911e+00, 2.021843709399277955e+01
2.660000000000000142e+00, 2.030641096476617946e+01
2.669999999999999929e+00, 2.039443163979898088e+01
2.680000000000000160e+00, 2.048249898948290948e+01
2.689999999999999947e+00, 2.057061288663180676e+01
2.700000000000000178e+00, 2.065877320646068327e+01
2.709999999999999964e+00, 2.074697982656500272e+01
2.720000000000000195e+00, 2.083523262690015798e+01
